Origin,Destination,Date,Sender's Name,Sender City,Sender State,Total Pieces,Actual Wt,Volumetric Wt,Chargeable Wt,Paperwork,Sender Date,Recipient Name,Recipient City,Receiver State,Value Added Services,Consignment No,Expiry Date,Booking Code,Receiver Name,Receive Date,Tariff,VAS Charges,Total Amount,Mode,Risk Surcharge,Mode of Payment,Nature of Consignment
Hyderabad,Thiruvananthapuram,15-06-2025,"Badami, Sinha and Aurora",Hyderabad,Telangana,4,10.02,10.76,10.76,Yes,15-06-2025,"Memon, Talwar and Walia",Thiruvananthapuram,Kerala,None,DTDC41852882,15-07-2025,BR029,"Memon, Talwar and Walia",16-06-2025,651.84,0,651.84,Air Cargo,Carrier,Cash,Dox
Bhubaneswar,Vizag,06-06-2025,Eshana Ratti,Bhubaneswar,Odisha,1,4.77,4.96,4.96,No,06-06-2025,Yug Talwar,Vizag,Andhra Pradesh,Express,DTDC36631124,06-07-2025,BR986,Yug Talwar,07-06-2025,202.68,61.17,263.85,Surface,Carrier,Cash,Dox
Dehradun,Delhi,08-06-2025,Chaudhari-Dey,Dehradun,Uttarakhand,1,9.52,10.12,10.12,Yes,08-06-2025,Butala-Srivastava,Delhi,Delhi,Insurance,DTDC49326359,08-07-2025,BR301,Butala-Srivastava,13-06-2025,474.24,72.71,546.95,Surface,Carrier,Cash,Non-Dox
Aurangabad,Nagpur,20-06-2025,Gera Inc,Aurangabad,Maharashtra,1,11.6,12.46,12.46,No,20-06-2025,Sengupta-Nori,Nagpur,Maharashtra,COD,DTDC13239429,20-07-2025,BR595,Sengupta-Nori,22-06-2025,536.17,71.49,607.66,Surface,Carrier,Cash,Non-Dox
Nashik,Delhi,06-06-2025,Aarush Morar,Nashik,Maharashtra,5,2.09,4.09,4.09,Yes,06-06-2025,Naksh Sehgal,Delhi,Delhi,COD,DTDC83282387,06-07-2025,BR893,Naksh Sehgal,10-06-2025,188.53,101.57,290.1,Surface,Carrier,Cash,Non-Dox
Aurangabad,Varanasi,14-06-2025,"Misra, Vasa and Aggarwal",Aurangabad,Maharashtra,2,1.32,1.86,1.86,Yes,14-06-2025,Raagini Andra,Varanasi,Uttar Pradesh,COD,DTDC44460686,14-07-2025,BR515,Raagini Andra,18-06-2025,163.75,55.21,218.96,Express,Carrier,Cash,Non-Dox
Kochi,Nashik,29-06-2025,More Group,Kochi,Kerala,2,10.89,13.81,13.81,Yes,29-06-2025,Ria Bava,Nashik,Maharashtra,COD,DTDC09460802,29-07-2025,BR807,Ria Bava,01-07-2025,619.35,64.7,684.05,Surface,Carrier,Card,Dox
Dehradun,Nashik,06-06-2025,Ladli More,Dehradun,Uttarakhand,4,2.01,3.09,3.09,No,06-06-2025,Memon-Setty,Nashik,Maharashtra,Insurance,DTDC45985920,06-07-2025,BR670,Memon-Setty,11-06-2025,133.63,65.19,198.82,Surface,Carrier,Wallet,Non-Dox
Nagpur,Amritsar,13-06-2025,"Balay, Bail and Venkataraman",Nagpur,Maharashtra,2,5.56,6.1,6.1,Yes,13-06-2025,Banjeet Aurora,Amritsar,Punjab,Express,DTDC06190926,13-07-2025,BR497,Banjeet Aurora,16-06-2025,366.62,51.84,418.46,Air Cargo,Carrier,Card,Non-Dox
Dehradun,Ahmedabad,29-06-2025,Sai Gole,Dehradun,Uttarakhand,4,9.37,9.96,9.96,No,29-06-2025,Patla-Goswami,Ahmedabad,Gujarat,None,DTDC38192503,29-07-2025,BR629,Patla-Goswami,02-07-2025,485.19,0,485.19,Surface,Carrier,Card,Non-Dox
Bhopal,Surat,03-07-2025,"Ramakrishnan, Lall and Dugal",Bhopal,Madhya Pradesh,3,4.68,7.43,7.43,Yes,03-07-2025,Reyansh Jha,Surat,Gujarat,COD,DTDC56290915,02-08-2025,BR799,Reyansh Jha,08-07-2025,520.97,138.26,659.23,Air Cargo,Carrier,Cash,Dox
Bhubaneswar,Pune,22-06-2025,Doshi Group,Bhubaneswar,Odisha,2,1.71,4.28,4.28,No,22-06-2025,Batra-Loyal,Pune,Maharashtra,None,DTDC19050174,22-07-2025,BR811,Batra-Loyal,24-06-2025,183.03,0,183.03,Surface,Carrier,Cash,Dox
Indore,Srinagar,09-06-2025,Sheth-Dyal,Indore,Madhya Pradesh,3,10.25,11.47,11.47,Yes,09-06-2025,"Iyengar, Brahmbhatt and Khare",Srinagar,Jammu & Kashmir,Express,DTDC24275028,09-07-2025,BR702,"Iyengar, Brahmbhatt and Khare",12-06-2025,680.37,92.68,773.05,Air Cargo,Carrier,Card,Dox
Mumbai,Nashik,25-06-2025,Gupta LLC,Mumbai,Maharashtra,5,6.45,7.46,7.46,No,25-06-2025,Nitara Kakar,Nashik,Maharashtra,None,DTDC47054634,25-07-2025,BR946,Nitara Kakar,29-06-2025,312.06,0,312.06,Surface,Carrier,Cash,Dox
Meerut,Nashik,26-06-2025,Anmol Khurana,Meerut,Uttar Pradesh,1,3.15,5.02,5.02,Yes,26-06-2025,Kala LLC,Nashik,Maharashtra,Insurance,DTDC32664111,26-07-2025,BR765,Kala LLC,27-06-2025,224.63,38.27,262.9,Surface,Carrier,Cash,Non-Dox
Ahmedabad,Vizag,04-07-2025,Anjali Kota,Ahmedabad,Gujarat,4,6.46,7.98,7.98,Yes,04-07-2025,"Devi, Nagy and Kapadia",Vizag,Andhra Pradesh,COD,DTDC26210527,03-08-2025,BR823,"Devi, Nagy and Kapadia",09-07-2025,346.11,46.37,392.48,Surface,Carrier,Cash,Dox
Varanasi,Surat,18-06-2025,"Nath, Kata and Shah",Varanasi,Uttar Pradesh,4,11.48,12.89,12.89,No,18-06-2025,Eesha Oommen,Surat,Gujarat,COD,DTDC90291669,18-07-2025,BR774,Eesha Oommen,23-06-2025,1127.07,113.72,1240.79,Express,Carrier,Cash,Non-Dox
Hyderabad,Srinagar,16-06-2025,Kade-Merchant,Hyderabad,Telangana,1,4.05,6.97,6.97,No,16-06-2025,"Jaggi, Rao and Kota",Srinagar,Jammu & Kashmir,COD,DTDC18206664,16-07-2025,BR508,"Jaggi, Rao and Kota",19-06-2025,285.01,141.81,426.82,Surface,Carrier,Card,Non-Dox
Bhubaneswar,Chennai,03-07-2025,Yahvi Cheema,Bhubaneswar,Odisha,2,2.48,2.94,2.94,Yes,03-07-2025,Bandi-Kaul,Chennai,Tamil Nadu,COD,DTDC08387584,02-08-2025,BR539,Bandi-Kaul,06-07-2025,239.47,142.44,381.91,Express,Carrier,Cash,Dox
Bhopal,Pune,28-06-2025,Kapur and Sons,Bhopal,Madhya Pradesh,1,0.67,1.33,1.33,Yes,28-06-2025,"Kalita, Sengupta and Varkey",Pune,Maharashtra,COD,DTDC24156122,28-07-2025,BR923,"Kalita, Sengupta and Varkey",30-06-2025,78.12,64.6,142.72,Air Cargo,Carrier,Cash,Dox
Kolkata,Bangalore,19-06-2025,"Solanki, Sule and Deshpande",Kolkata,West Bengal,1,9.7,11.21,11.21,No,19-06-2025,Meghana Nazareth,Bangalore,Karnataka,COD,DTDC02110403,19-07-2025,BR116,Meghana Nazareth,21-06-2025,1030.14,107.96,1138.1,Express,Carrier,Cash,Non-Dox
Pune,Nashik,28-06-2025,"Majumdar, Mukhopadhyay and Loke",Pune,Maharashtra,1,11.39,13.11,13.11,Yes,28-06-2025,Warda Soman,Nashik,Maharashtra,COD,DTDC38812392,28-07-2025,BR778,Warda Soman,30-06-2025,809.56,149.08,958.64,Air Cargo,Carrier,Cash,Non-Dox
Pune,Bangalore,01-07-2025,Chatura Chand,Pune,Maharashtra,2,10.38,11.53,11.53,No,01-07-2025,Max Dass,Bangalore,Karnataka,COD,DTDC63680832,31-07-2025,BR363,Max Dass,05-07-2025,809.41,95.8,905.21,Air Cargo,Carrier,Wallet,Dox
Bhubaneswar,Thiruvananthapuram,25-06-2025,Rege Inc,Bhubaneswar,Odisha,4,4.82,7.74,7.74,No,25-06-2025,Buch-Ganesh,Thiruvananthapuram,Kerala,COD,DTDC80631009,25-07-2025,BR860,Buch-Ganesh,28-06-2025,651.43,92.71,744.14,Express,Carrier,Cash,Dox
Lucknow,Chandigarh,25-06-2025,Prashad Inc,Lucknow,Uttar Pradesh,1,5.65,8.25,8.25,No,25-06-2025,Dhillon Inc,Chandigarh,Chandigarh,Express,DTDC70173568,25-07-2025,BR274,Dhillon Inc,26-06-2025,392.79,130.71,523.5,Surface,Carrier,Card,Non-Dox
Dehradun,Shimla,11-06-2025,Xavier Bandi,Dehradun,Uttarakhand,1,6.82,8.06,8.06,No,11-06-2025,Faraj Nagarajan,Shimla,Himachal Pradesh,COD,DTDC27206189,11-07-2025,BR256,Faraj Nagarajan,14-06-2025,355.25,57.74,412.99,Surface,Carrier,Cash,Non-Dox
Agra,Hyderabad,04-07-2025,Kevin Kakar,Agra,Uttar Pradesh,4,4.12,7.03,7.03,No,04-07-2025,Zaitra Varkey,Hyderabad,Telangana,COD,DTDC12046855,03-08-2025,BR065,Zaitra Varkey,09-07-2025,305.26,98.82,404.08,Surface,Carrier,Cash,Non-Dox
Shimla,Vijayawada,11-06-2025,Gunbir Khosla,Shimla,Himachal Pradesh,1,1.22,1.62,1.62,No,11-06-2025,Xiti Dasgupta,Vijayawada,Andhra Pradesh,COD,DTDC26231884,11-07-2025,BR111,Xiti Dasgupta,14-06-2025,125.96,28.03,153.99,Express,Carrier,Card,Dox
Surat,Aurangabad,08-06-2025,Jacob Uppal,Surat,Gujarat,4,9.2,10.65,10.65,No,08-06-2025,Lucky Bhandari,Aurangabad,Maharashtra,Insurance,DTDC18222829,08-07-2025,BR481,Lucky Bhandari,13-06-2025,739.81,107.56,847.37,Air Cargo,Carrier,Cash,Non-Dox
Pune,Chennai,30-06-2025,Edhitha Sehgal,Pune,Maharashtra,1,11.66,11.9,11.9,No,30-06-2025,Benjamin Walia,Chennai,Tamil Nadu,COD,DTDC79089057,30-07-2025,BR983,Benjamin Walia,04-07-2025,752.55,76.75,829.3,Air Cargo,Carrier,Card,Non-Dox
Patna,Hyderabad,25-06-2025,Gala Group,Patna,Bihar,1,2.35,5.19,5.19,Yes,25-06-2025,Virk PLC,Hyderabad,Telangana,COD,DTDC88401494,25-07-2025,BR035,Virk PLC,27-06-2025,248.67,49.92,298.59,Surface,Carrier,Cash,Dox
Coimbatore,Mumbai,08-06-2025,Lala-Madan,Coimbatore,Tamil Nadu,4,4.31,6.23,6.23,Yes,08-06-2025,Radhika Chauhan,Mumbai,Maharashtra,COD,DTDC70636528,08-07-2025,BR057,Radhika Chauhan,12-06-2025,283.58,32.22,315.8,Surface,Carrier,Card,Dox
Vizag,Nashik,08-06-2025,Chatterjee Ltd,Vizag,Andhra Pradesh,1,1.16,1.5,1.5,Yes,08-06-2025,Urvi Sastry,Nashik,Maharashtra,COD,DTDC96682681,08-07-2025,BR556,Urvi Sastry,10-06-2025,65.07,73.86,138.93,Surface,Carrier,Cash,Non-Dox
Meerut,Bhopal,20-06-2025,"Kadakia, Prakash and Bawa",Meerut,Uttar Pradesh,5,6.13,8.42,8.42,Yes,20-06-2025,Aarnav Varkey,Bhopal,Madhya Pradesh,None,DTDC53370653,20-07-2025,BR139,Aarnav Varkey,22-06-2025,361.96,0,361.96,Surface,Carrier,Cash,Non-Dox
Chandigarh,Mumbai,17-06-2025,Warjas Sangha,Chandigarh,Chandigarh,2,1.66,3.96,3.96,No,17-06-2025,Turvi Bandi,Mumbai,Maharashtra,Insurance,DTDC64053348,17-07-2025,BR054,Turvi Bandi,20-06-2025,193.59,21.27,214.86,Surface,Carrier,Card,Dox
Chandigarh,Varanasi,04-07-2025,Samarth Parsa,Chandigarh,Chandigarh,5,7.15,9.09,9.09,Yes,04-07-2025,Chavvi Madan,Varanasi,Uttar Pradesh,COD,DTDC47631551,03-08-2025,BR074,Chavvi Madan,05-07-2025,375.04,42.89,417.93,Surface,Carrier,Cash,Non-Dox
Pune,Indore,16-06-2025,Dayamai Samra,Pune,Maharashtra,4,6.09,6.75,6.75,No,16-06-2025,Anamika Bhattacharyya,Indore,Madhya Pradesh,COD,DTDC06587229,16-07-2025,BR588,Anamika Bhattacharyya,19-06-2025,588.69,120.71,709.4,Express,Carrier,Cash,Non-Dox
Raipur,Jaipur,14-06-2025,Krish-Agarwal,Raipur,Chhattisgarh,4,9.61,12,12,No,14-06-2025,Neel Pingle,Jaipur,Rajasthan,COD,DTDC02554906,14-07-2025,BR396,Neel Pingle,19-06-2025,551.42,136.79,688.21,Surface,Carrier,Card,Dox
Vizag,Agra,25-06-2025,Hredhaan Hegde,Vizag,Andhra Pradesh,2,7.6,8.27,8.27,Yes,25-06-2025,"Rege, Chandra and Kannan",Agra,Uttar Pradesh,COD,DTDC37229838,25-07-2025,BR170,"Rege, Chandra and Kannan",26-06-2025,338.03,131.53,469.56,Surface,Carrier,Cash,Dox
Lucknow,Aurangabad,21-06-2025,Dhillon PLC,Lucknow,Uttar Pradesh,1,8.2,9.45,9.45,No,21-06-2025,Balveer Kapur,Aurangabad,Maharashtra,None,DTDC99854261,21-07-2025,BR811,Balveer Kapur,26-06-2025,782.69,0,782.69,Express,Carrier,Cash,Non-Dox
Agra,Bhubaneswar,20-06-2025,Balay-Boase,Agra,Uttar Pradesh,5,3.91,4.12,4.12,No,20-06-2025,Mangat-Saran,Bhubaneswar,Odisha,COD,DTDC34985994,20-07-2025,BR621,Mangat-Saran,22-06-2025,185.62,103.48,289.1,Surface,Carrier,Card,Non-Dox
Hyderabad,Shimla,20-06-2025,Yasti Ramachandran,Hyderabad,Telangana,4,2.61,3.91,3.91,Yes,20-06-2025,Manda Group,Shimla,Himachal Pradesh,COD,DTDC91420935,20-07-2025,BR317,Manda Group,24-06-2025,172.76,141.02,313.78,Surface,Carrier,Card,Dox
Indore,Bhopal,28-06-2025,Pandey Ltd,Indore,Madhya Pradesh,5,3.83,5.35,5.35,Yes,28-06-2025,Anjali Khare,Bhopal,Madhya Pradesh,None,DTDC26038529,28-07-2025,BR755,Anjali Khare,29-06-2025,482.26,0,482.26,Express,Carrier,Cash,Non-Dox
Chandigarh,Ludhiana,15-06-2025,Ranbir Padmanabhan,Chandigarh,Chandigarh,2,6.63,9.38,9.38,No,15-06-2025,Vasudha Banik,Ludhiana,Punjab,None,DTDC85891640,15-07-2025,BR484,Vasudha Banik,16-06-2025,580.65,0,580.65,Air Cargo,Carrier,Card,Non-Dox
Amritsar,Chandigarh,05-07-2025,Zayan Varughese,Amritsar,Punjab,5,4.31,6.89,6.89,Yes,05-07-2025,Urishilla Bhardwaj,Chandigarh,Chandigarh,COD,DTDC34630793,04-08-2025,BR376,Urishilla Bhardwaj,10-07-2025,328.6,39.96,368.56,Surface,Carrier,Cash,Dox
Kochi,Srinagar,21-06-2025,Nazareth-Halder,Kochi,Kerala,2,0.65,2.36,2.36,Yes,21-06-2025,Narang-Solanki,Srinagar,Jammu & Kashmir,COD,DTDC57812371,21-07-2025,BR977,Narang-Solanki,24-06-2025,96.33,31.24,127.57,Surface,Carrier,Card,Dox
Patna,Ludhiana,12-06-2025,Advaith Chad,Patna,Bihar,4,10.31,10.75,10.75,Yes,12-06-2025,Pall and Sons,Ludhiana,Punjab,COD,DTDC30554799,12-07-2025,BR185,Pall and Sons,15-06-2025,973.63,60.76,1034.39,Express,Carrier,Cash,Non-Dox
Vijayawada,Nashik,16-06-2025,Rohan Jha,Vijayawada,Andhra Pradesh,5,11.88,13.57,13.57,No,16-06-2025,Dar Group,Nashik,Maharashtra,COD,DTDC22329697,16-07-2025,BR434,Dar Group,18-06-2025,621.39,48.76,670.15,Surface,Carrier,Wallet,Non-Dox
Ludhiana,Jamshedpur,19-06-2025,Prabhakar-Varghese,Ludhiana,Punjab,1,11.72,12.25,12.25,Yes,19-06-2025,Vinaya Ratta,Jamshedpur,Jharkhand,COD,DTDC17901926,19-07-2025,BR738,Vinaya Ratta,24-06-2025,990.04,36.82,1026.86,Express,Carrier,Cash,Non-Dox
Ranchi,Bangalore,20-06-2025,Gaurang Randhawa,Ranchi,Jharkhand,2,10.47,11.58,11.58,No,20-06-2025,Wakeeta Narasimhan,Bangalore,Karnataka,COD,DTDC54527551,20-07-2025,BR479,Wakeeta Narasimhan,22-06-2025,755.41,98.32,853.73,Air Cargo,Carrier,Cash,Dox
Shimla,Delhi,21-06-2025,Yagnesh Atwal,Shimla,Himachal Pradesh,4,5.29,5.56,5.56,Yes,21-06-2025,Avi Virk,Delhi,Delhi,None,DTDC33620499,21-07-2025,BR399,Avi Virk,24-06-2025,264.98,0,264.98,Surface,Carrier,Cash,Non-Dox
Pune,Nashik,01-07-2025,Majumdar PLC,Pune,Maharashtra,5,11.37,12.65,12.65,Yes,01-07-2025,Sem-Comar,Nashik,Maharashtra,COD,DTDC93818630,31-07-2025,BR174,Sem-Comar,06-07-2025,894.29,78.43,972.72,Air Cargo,Carrier,Cash,Dox
Shimla,Aurangabad,07-06-2025,Isaiah Balasubramanian,Shimla,Himachal Pradesh,4,1.94,2.61,2.61,No,07-06-2025,Rehaan Kalita,Aurangabad,Maharashtra,COD,DTDC26668476,07-07-2025,BR161,Rehaan Kalita,08-06-2025,219.35,136.53,355.88,Express,Carrier,Card,Non-Dox
Vizag,Shimla,06-06-2025,Koshy-Dass,Vizag,Andhra Pradesh,5,4.7,6.45,6.45,Yes,06-06-2025,Reyansh Chadha,Shimla,Himachal Pradesh,None,DTDC83330702,06-07-2025,BR622,Reyansh Chadha,09-06-2025,275.98,0,275.98,Surface,Carrier,Cash,Non-Dox
Nagpur,Ahmedabad,07-06-2025,Joshua Mishra,Nagpur,Maharashtra,5,4.98,6.92,6.92,No,07-06-2025,Upasna Pillay,Ahmedabad,Gujarat,Express,DTDC71454207,07-07-2025,BR053,Upasna Pillay,12-06-2025,324.97,138.96,463.93,Surface,Carrier,Cash,Dox
Thiruvananthapuram,Guwahati,19-06-2025,Pranav Jhaveri,Thiruvananthapuram,Kerala,4,11.9,12.78,12.78,Yes,19-06-2025,Balendra Kibe,Guwahati,Assam,COD,DTDC12204288,19-07-2025,BR245,Balendra Kibe,23-06-2025,530.6,103.75,634.35,Surface,Carrier,Cash,Dox
Coimbatore,Nashik,21-06-2025,Anne-Pal,Coimbatore,Tamil Nadu,3,4.13,6.93,6.93,Yes,21-06-2025,Pooja Jayaraman,Nashik,Maharashtra,COD,DTDC61814808,21-07-2025,BR496,Pooja Jayaraman,25-06-2025,430.01,133.45,563.46,Air Cargo,Carrier,Card,Non-Dox
Bangalore,Kolkata,25-06-2025,Chacko-Bakshi,Bangalore,Karnataka,5,8.1,8.85,8.85,Yes,25-06-2025,"Tank, Seth and Nazareth",Kolkata,West Bengal,COD,DTDC87625318,25-07-2025,BR282,"Tank, Seth and Nazareth",29-06-2025,435.32,61.87,497.19,Surface,Carrier,Cash,Non-Dox
Jamshedpur,Pune,07-06-2025,Ladli Badami,Jamshedpur,Jharkhand,4,1.16,2.97,2.97,Yes,07-06-2025,Zaitra Buch,Pune,Maharashtra,Express,DTDC39477826,07-07-2025,BR945,Zaitra Buch,09-06-2025,138.24,40.2,178.44,Surface,Carrier,Card,Non-Dox
Vijayawada,Nagpur,24-06-2025,Gagan Venkataraman,Vijayawada,Andhra Pradesh,3,2.32,2.7,2.7,No,24-06-2025,"Bali, Karan and Atwal",Nagpur,Maharashtra,COD,DTDC72344004,24-07-2025,BR772,"Bali, Karan and Atwal",28-06-2025,112.14,51.08,163.22,Surface,Carrier,Cash,Non-Dox
Coimbatore,Thiruvananthapuram,09-06-2025,Ronith Chandran,Coimbatore,Tamil Nadu,2,11.08,11.58,11.58,Yes,09-06-2025,Faraj Lanka,Thiruvananthapuram,Kerala,COD,DTDC42134680,09-07-2025,BR782,Faraj Lanka,13-06-2025,965.43,54,1019.43,Express,Carrier,Wallet,Dox
Shimla,Vijayawada,24-06-2025,Owen Contractor,Shimla,Himachal Pradesh,2,3.23,3.52,3.52,Yes,24-06-2025,Rachana Sinha,Vijayawada,Andhra Pradesh,COD,DTDC24355281,24-07-2025,BR401,Rachana Sinha,29-06-2025,163.77,45.13,208.9,Surface,Carrier,Card,Non-Dox
Vijayawada,Pune,08-06-2025,Chowdhury-Tata,Vijayawada,Andhra Pradesh,1,8.38,8.9,8.9,Yes,08-06-2025,Theodore Bahl,Pune,Maharashtra,COD,DTDC79501606,08-07-2025,BR866,Theodore Bahl,12-06-2025,826.08,35.5,861.58,Express,Carrier,Card,Non-Dox
Coimbatore,Ahmedabad,14-06-2025,Ethan Dora,Coimbatore,Tamil Nadu,3,3.87,6.55,6.55,No,14-06-2025,Jasmit Kala,Ahmedabad,Gujarat,COD,DTDC72851990,14-07-2025,BR419,Jasmit Kala,18-06-2025,270.36,68.44,338.8,Surface,Carrier,Cash,Non-Dox
Delhi,Ludhiana,29-06-2025,"Chowdhury, Palan and Purohit",Delhi,Delhi,1,9.58,12.32,12.32,Yes,29-06-2025,Advay Patel,Ludhiana,Punjab,COD,DTDC41200114,29-07-2025,BR701,Advay Patel,30-06-2025,996.33,84,1080.33,Express,Carrier,Card,Non-Dox
Aurangabad,Pune,13-06-2025,Devansh Upadhyay,Aurangabad,Maharashtra,3,10.26,11.48,11.48,Yes,13-06-2025,Bhargava PLC,Pune,Maharashtra,Insurance,DTDC46746017,13-07-2025,BR552,Bhargava PLC,17-06-2025,485.24,62.82,548.06,Surface,Carrier,Wallet,Non-Dox
Chennai,Nagpur,13-06-2025,Bhat-Lanka,Chennai,Tamil Nadu,2,10.75,13.07,13.07,No,13-06-2025,Sara Vaidya,Nagpur,Maharashtra,Express,DTDC34866095,13-07-2025,BR998,Sara Vaidya,15-06-2025,928.41,139.81,1068.22,Air Cargo,Carrier,Card,Non-Dox
Kochi,Ludhiana,18-06-2025,Garg Inc,Kochi,Kerala,1,6.54,7.55,7.55,Yes,18-06-2025,Siddharth Saraf,Ludhiana,Punjab,Insurance,DTDC84540392,18-07-2025,BR231,Siddharth Saraf,23-06-2025,647.27,39.3,686.57,Express,Carrier,Card,Non-Dox
Surat,Dehradun,12-06-2025,"Bumb, Manne and Shanker",Surat,Gujarat,5,8.42,11.03,11.03,Yes,12-06-2025,Ucchal Khalsa,Dehradun,Uttarakhand,Express,DTDC94055263,12-07-2025,BR700,Ucchal Khalsa,15-06-2025,507.51,87.44,594.95,Surface,Carrier,Card,Non-Dox
Lucknow,Guwahati,23-06-2025,"Sandal, Prabhu and Narang",Lucknow,Uttar Pradesh,5,9.98,12.76,12.76,Yes,23-06-2025,Darika Konda,Guwahati,Assam,Insurance,DTDC63407454,23-07-2025,BR987,Darika Konda,28-06-2025,1075.89,81.53,1157.42,Express,Carrier,Cash,Non-Dox
Bhubaneswar,Meerut,11-06-2025,Srinivasan-Nagarajan,Bhubaneswar,Odisha,3,9.85,10.93,10.93,Yes,11-06-2025,Qarin Patel,Meerut,Uttar Pradesh,Insurance,DTDC90898011,11-07-2025,BR381,Qarin Patel,15-06-2025,848.22,51.3,899.52,Express,Carrier,Cash,Dox
Vijayawada,Delhi,07-06-2025,"Dugar, Krish and Kadakia",Vijayawada,Andhra Pradesh,2,5,5.25,5.25,Yes,07-06-2025,Ansh Oak,Delhi,Delhi,Express,DTDC94846764,07-07-2025,BR569,Ansh Oak,11-06-2025,310.79,63.68,374.47,Air Cargo,Carrier,Card,Dox
Raipur,Varanasi,26-06-2025,"Modi, Warrior and Ramachandran",Raipur,Chhattisgarh,5,8.12,11.07,11.07,No,26-06-2025,Jeet Bahri,Varanasi,Uttar Pradesh,Express,DTDC39732923,26-07-2025,BR522,Jeet Bahri,29-06-2025,1029.36,140.68,1170.04,Express,Carrier,Card,Dox
Bhubaneswar,Surat,01-07-2025,Rayaan Bose,Bhubaneswar,Odisha,2,0.45,2.44,2.44,No,01-07-2025,"Venkataraman, Rajagopal and Vaidya",Surat,Gujarat,COD,DTDC34818570,31-07-2025,BR815,"Venkataraman, Rajagopal and Vaidya",02-07-2025,112.01,112.07,224.08,Surface,Carrier,Card,Non-Dox
Guwahati,Raipur,30-06-2025,Zinal Shanker,Guwahati,Assam,1,11.59,13.07,13.07,No,30-06-2025,Bhavani Saran,Raipur,Chhattisgarh,COD,DTDC00429041,30-07-2025,BR124,Bhavani Saran,05-07-2025,534.53,39.75,574.28,Surface,Carrier,Wallet,Non-Dox
Aurangabad,Patna,09-06-2025,Aurora Inc,Aurangabad,Maharashtra,2,2.17,2.39,2.39,Yes,09-06-2025,Dave-Hari,Patna,Bihar,COD,DTDC30306124,09-07-2025,BR624,Dave-Hari,11-06-2025,117.05,86.27,203.32,Surface,Carrier,Cash,Non-Dox
Chandigarh,Patna,03-07-2025,"Garg, Kunda and Nagar",Chandigarh,Chandigarh,1,11.19,11.89,11.89,Yes,03-07-2025,Sha and Sons,Patna,Bihar,COD,DTDC03357289,02-08-2025,BR608,Sha and Sons,06-07-2025,484.02,47.95,531.97,Surface,Carrier,Card,Non-Dox
Delhi,Bangalore,17-06-2025,Mane Ltd,Delhi,Delhi,1,0.78,1.14,1.14,No,17-06-2025,Warjas Gulati,Bangalore,Karnataka,COD,DTDC18081338,17-07-2025,BR488,Warjas Gulati,19-06-2025,53.34,144.49,197.83,Surface,Carrier,Card,Non-Dox
Jaipur,Delhi,27-06-2025,Sunder Inc,Jaipur,Rajasthan,1,4.54,5.56,5.56,Yes,27-06-2025,Tristan Raghavan,Delhi,Delhi,COD,DTDC09026302,27-07-2025,BR421,Tristan Raghavan,29-06-2025,372.6,143.82,516.42,Air Cargo,Carrier,Cash,Dox
Jaipur,Kochi,25-06-2025,"Bakshi, Johal and Sinha",Jaipur,Rajasthan,4,9.31,9.46,9.46,Yes,25-06-2025,"Sundaram, Deshmukh and Minhas",Kochi,Kerala,Express,DTDC34407644,25-07-2025,BR377,"Sundaram, Deshmukh and Minhas",27-06-2025,411.78,70.02,481.8,Surface,Carrier,Card,Dox
Srinagar,Coimbatore,04-07-2025,Luke Dar,Srinagar,Jammu & Kashmir,5,5.53,7.92,7.92,Yes,04-07-2025,Yamini Khare,Coimbatore,Tamil Nadu,None,DTDC84830308,03-08-2025,BR316,Yamini Khare,07-07-2025,326.96,0,326.96,Surface,Carrier,Card,Dox
Jamshedpur,Surat,01-07-2025,"Ben, Kapur and Vora",Jamshedpur,Jharkhand,4,5.82,8.46,8.46,No,01-07-2025,Pillai-Modi,Surat,Gujarat,COD,DTDC93871848,31-07-2025,BR506,Pillai-Modi,06-07-2025,392.4,113.31,505.71,Surface,Carrier,Cash,Dox
Shimla,Jaipur,03-07-2025,Nakul Shetty,Shimla,Himachal Pradesh,2,11.56,13.41,13.41,Yes,03-07-2025,Tanvi Misra,Jaipur,Rajasthan,Express,DTDC17516459,02-08-2025,BR886,Tanvi Misra,07-07-2025,1071.38,133.12,1204.5,Express,Carrier,Cash,Dox
Ranchi,Bhubaneswar,26-06-2025,"Hayer, Bhakta and Ray",Ranchi,Jharkhand,2,8.51,9.99,9.99,Yes,26-06-2025,Azad Hora,Bhubaneswar,Odisha,Express,DTDC65714799,26-07-2025,BR861,Azad Hora,28-06-2025,876.86,76.06,952.92,Express,Carrier,Cash,Non-Dox
Hyderabad,Nashik,05-07-2025,"Morar, Venkataraman and Shankar",Hyderabad,Telangana,5,1.23,3.87,3.87,No,05-07-2025,Avni Sathe,Nashik,Maharashtra,COD,DTDC39387849,04-08-2025,BR320,Avni Sathe,06-07-2025,189.53,133.24,322.77,Surface,Carrier,Cash,Dox
Bhopal,Coimbatore,10-06-2025,"Saran, Chand and Chadha",Bhopal,Madhya Pradesh,1,1.06,2.72,2.72,No,10-06-2025,Ravel-Sarin,Coimbatore,Tamil Nadu,COD,DTDC86400422,10-07-2025,BR818,Ravel-Sarin,13-06-2025,110.89,95.08,205.97,Surface,Carrier,Cash,Dox
